PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"02807, USA",,,,,,,,,
Location:,"Lat, Lon: 41.17, -71.58",,,,,,,,,
Lat (deg N):,41.17,,,,,,,,,
Long (deg W):,71.58,,,,,,,,,
Elev (m):,23,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.557,,,,,,,,,
Capacity Factor (%),"15.9	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
4,12,6,429,78,7,2,177.815,9.903,139.449,131.478
4,12,7,417,141,8,2,340.328,15.995,292.74,280.78
4,12,8,711,143,9,2,630.788,25.301,534.022,514.014
4,12,9,771,160,9,2,817.843,31.078,680.526,654.576
4,12,10,776,187,10,2,939.2,35.676,766.062,736.273
4,12,11,500,320,10,3,846.282,30.904,706.895,679.79
4,12,12,555,297,10,3,867.483,31.164,723.639,695.787
4,12,13,573,255,10,3,793.175,29.503,666.417,641.074
4,12,14,462,245,10,3,616.403,25.199,526.774,507.039
4,12,15,456,178,9,3,453.705,19.914,391.566,376.572
4,12,16,272,129,9,3,228.931,14.056,195.664,186.331
4,12,17,48,60,8,3,62.734,8.34,55.432,49.277
4,12,18,0,0,8,3,0,8,0,0
4,12,19,0,0,8,3,0,8,0,0
4,12,20,0,0,8,3,0,8,0,0
4,12,21,0,0,8,3,0,8,0,0
4,12,22,0,0,9,4,0,9,0,0
4,12,23,0,0,9,4,0,9,0,0
4,13,0,0,0,9,4,0,9,0,0
4,13,1,0,0,9,4,0,9,0,0
4,13,2,0,0,9,4,0,9,0,0
4,13,3,0,0,9,4,0,9,0,0
4,13,4,0,0,9,4,0,9,0,0
4,13,5,0,9,9,4,8.515,7.546,7.916,2.671
4,13,6,120,91,9,5,116.556,9.884,100.526,93.428
4,13,7,165,178,10,5,254.42,13.788,225.356,215.257
4,13,8,0,128,10,5,122.38,11.419,111.861,104.515
4,13,9,237,337,10,5,544.213,19.479,479.057,461.073
4,13,10,548,286,10,4,828.443,27.758,702.284,675.383
4,13,11,433,349,11,4,811.127,28.943,683.963,657.863
4,13,12,477,325,11,4,821.669,29.132,692.178,665.72
4,13,13,539,270,11,4,778.844,28.24,658.38,633.379
4,13,14,575,204,11,4,659.842,25.602,562.441,541.343
4,13,15,470,176,10,4,459.933,20.025,396.643,381.483
4,13,16,511,109,10,4,299.007,16.042,247.021,236.342
4,13,17,282,59,9,3,93.013,10.295,69.739,63.292
4,13,18,0,0,9,2,0,9,0,0
4,13,19,0,0,9,2,0,9,0,0
4,13,20,0,0,9,2,0,9,0,0
4,13,21,0,0,9,1,0,9,0,0
4,13,22,0,0,9,1,0,9,0,0
4,13,23,0,0,9,1,0,9,0,0
4,14,0,0,0,9,1,0,9,0,0
4,14,1,0,0,8,1,0,8,0,0
4,14,2,0,0,8,1,0,8,0,0
4,14,3,0,0,8,1,0,8,0,0
4,14,4,0,0,8,0,0,8,0,0
4,14,5,117,20,8,0,19.185,4.554,16.004,10.609
4,14,6,499,71,9,0,191.439,14.336,145.388,137.279
4,14,7,529,123,10,0,376.254,24.378,309.837,297.379
4,14,8,768,122,11,0,649.805,36.094,522.051,502.494
4,14,9,811,140,11,1,829.737,37.44,669.186,643.724
4,14,10,742,204,11,1,927.635,40.93,736.997,708.542
4,14,11,429,353,11,1,811.589,38.087,654.39,629.558
4,14,12,50,372,11,1,427.05,26.384,364.526,350.398
4,14,13,103,372,10,2,469.762,22.311,408.602,393.048
4,14,14,0,127,10,2,121.393,13.008,110.179,102.87
4,14,15,14,185,9,2,186.416,12.553,169.3,160.621
4,14,16,0,90,9,2,85.695,9.975,78.829,72.194
4,14,17,10,57,8,2,54.966,7.721,50.498,44.441
4,14,18,0,0,8,1,0,8,0,0
4,14,19,0,0,8,1,0,8,0,0
4,14,20,0,0,8,0,0,8,0,0
4,14,21,0,0,8,0,0,8,0,0
4,14,22,0,0,8,0,0,8,0,0
4,14,23,0,0,8,1,0,8,0,0
4,15,0,0,0,8,1,0,8,0,0
4,15,1,0,0,7,1,0,7,0,0
4,15,2,0,0,7,1,0,7,0,0
4,15,3,0,0,7,1,0,7,0,0
4,15,4,0,0,7,1,0,7,0,0
4,15,5,0,4,7,2,3.78,4.929,3.554,0
4,15,6,42,93,7,1,99.162,7.709,89.765,82.899
4,15,7,169,183,8,1,261.864,14.702,231.131,220.879
4,15,8,208,270,9,2,414.087,19.276,363.288,349.198
4,15,9,462,276,10,2,683.227,27.878,577.894,556.191
4,15,10,406,346,10,2,750.385,30.472,627.956,604.229
4,15,11,149,428,11,2,596.035,27.665,505.687,486.736
4,15,12,65,390,12,2,460.542,24.587,396.454,381.3
4,15,13,231,377,12,2,598.44,27.76,507.254,488.246
4,15,14,507,232,13,2,637.555,30.186,531.974,512.044
4,15,15,576,166,12,3,511.646,24.293,431.811,415.476
4,15,16,470,121,12,3,296.528,18.839,243.464,232.881
4,15,17,269,62,11,2,94.55,12.644,71.062,64.588
4,15,18,0,0,11,2,0,11,0,0
4,15,19,0,0,11,2,0,11,0,0
4,15,20,0,0,11,3,0,11,0,0
4,15,21,0,0,10,3,0,10,0,0
4,15,22,0,0,10,3,0,10,0,0
4,15,23,0,0,9,3,0,9,0,0
4,16,0,0,0,8,3,0,8,0,0
4,16,1,0,0,8,3,0,8,0,0
4,16,2,0,0,8,3,0,8,0,0
4,16,3,0,0,7,3,0,7,0,0
4,16,4,0,0,7,4,0,7,0,0
4,16,5,58,25,7,3,23.168,5.697,20.687,15.205
4,16,6,404,92,8,3,190.138,10.927,151.894,143.631
4,16,7,603,130,8,3,423.001,17.065,360.395,346.397
4,16,8,726,150,9,3,654.057,24.169,557.209,536.313
4,16,9,792,165,10,3,845.848,30.193,707.033,679.922
4,16,10,860,155,10,3,983.927,33.829,809.916,778.053
4,16,11,893,147,11,3,1042.356,36.438,847.38,813.689
4,16,12,875,154,11,3,1026.739,36.224,835.497,802.391
4,16,13,801,175,11,3,917.491,33.706,755.204,725.917
4,16,14,772,153,11,3,761,29.847,635.229,611.201
4,16,15,698,132,11,3,551.091,24.558,463.327,445.902
4,16,16,531,111,11,3,309.265,18.255,253.034,242.191
4,16,17,275,64,10,3,97.413,11.439,73.69,67.162
4,16,18,0,0,9,2,0,9,0,0
4,16,19,0,0,9,2,0,9,0,0
4,16,20,0,0,8,2,0,8,0,0
4,16,21,0,0,8,2,0,8,0,0
4,16,22,0,0,7,2,0,7,0,0
4,16,23,0,0,7,2,0,7,0,0
4,17,0,0,0,7,2,0,7,0,0
4,17,1,0,0,6,3,0,6,0,0
4,17,2,0,0,6,3,0,6,0,0
4,17,3,0,0,6,3,0,6,0,0
4,17,4,0,0,6,3,0,6,0,0
4,17,5,106,26,6,3,25.08,4.731,21.715,16.214
4,17,6,456,83,6,3,195.298,9.051,155.137,146.797
4,17,7,653,112,7,2,430.094,17.508,364.792,350.655
4,17,8,764,128,8,0,658.131,33.897,534.935,514.892
4,17,9,826,139,8,0,845.245,41.191,669.051,643.594
4,17,10,877,136,9,1,974.003,40.443,775.747,745.506
4,17,11,882,144,9,1,1029.248,42.479,811.622,779.677
4,17,12,876,144,9,1,1017.656,42.381,802.81,771.288
4,17,13,837,149,10,0,919.136,47.168,706.622,679.529
4,17,14,791,140,10,0,760.041,41.926,597.502,575.017
4,17,15,719,123,10,0,554.439,34.588,444.002,427.249
4,17,16,608,93,10,0,321.999,25.406,252.818,241.981
4,17,17,358,57,9,0,102.106,14.182,72.417,65.915
4,17,18,0,0,9,0,0,9,0,0
4,17,19,0,0,8,0,0,8,0,0
4,17,20,0,0,8,0,0,8,0,0
4,17,21,0,0,8,1,0,8,0,0
4,17,22,0,0,7,2,0,7,0,0
4,17,23,0,0,7,3,0,7,0,0
4,18,0,0,0,7,4,0,7,0,0
4,18,1,0,0,7,4,0,7,0,0
4,18,2,0,0,7,4,0,7,0,0
4,18,3,0,0,7,4,0,7,0,0
4,18,4,0,0,7,4,0,7,0,0
4,18,5,0,14,7,4,13.257,5.63,12.427,7.099
4,18,6,0,75,8,4,71.179,7.969,66.052,59.682
4,18,7,309,173,8,4,322.746,13.711,283.556,271.86
4,18,8,239,272,9,3,437.715,18.76,384.832,370.055
4,18,9,860,119,10,3,853.704,29.84,714.744,687.29
4,18,10,137,407,11,2,553.038,26.881,470.91,453.216
4,18,11,95,420,12,2,522.708,26.081,446.823,429.973
4,18,12,371,383,12,1,770.993,36.158,627.642,603.928
4,18,13,548,276,13,1,793.898,38.796,637.334,613.219
4,18,14,593,207,13,1,680.501,35.661,552.641,531.922
4,18,15,246,235,12,1,384.772,25.446,326.021,313.08
4,18,16,0,112,11,1,106.765,14.157,96.407,89.398
4,18,17,0,23,10,2,21.787,8.893,20.137,14.665
4,18,18,0,0,9,2,0,9,0,0
4,18,19,0,0,8,2,0,8,0,0
4,18,20,0,0,8,2,0,8,0,0
4,18,21,0,0,8,1,0,8,0,0
4,18,22,0,0,8,1,0,8,0,0
4,18,23,0,0,8,1,0,8,0,0
4,19,0,0,0,8,1,0,8,0,0
4,19,1,0,0,8,1,0,8,0,0
4,19,2,0,0,8,1,0,8,0,0
4,19,3,0,0,8,2,0,8,0,0
4,19,4,0,0,8,2,0,8,0,0
4,19,5,0,3,8,2,2.835,5.921,2.654,0
4,19,6,0,62,8,2,58.859,7.521,54.726,48.585
4,19,7,0,89,9,2,84.66,9.474,78.048,71.429
4,19,8,0,131,10,2,125.202,11.72,114.288,106.888
4,19,9,382,315,10,2,651.313,26.105,555.782,534.942
4,19,10,484,318,11,2,804.723,32.715,666.148,640.815
4,19,11,619,291,12,2,937.092,37.471,757.922,728.51
4,19,12,394,372,12,2,781.649,33.968,643.228,618.866
4,19,13,555,276,13,2,800.279,34.914,654.999,630.141
4,19,14,386,282,13,2,589.901,29.598,494.058,475.532
4,19,15,749,98,13,2,546.291,27.792,451.572,434.558
4,19,16,324,142,13,3,261.595,19.086,218.291,208.377
4,19,17,388,58,13,3,107.746,14.591,75.622,69.054
4,19,18,0,0,12,4,0,12,0,0
4,19,19,0,0,12,4,0,12,0,0
4,19,20,0,0,12,4,0,12,0,0
4,19,21,0,0,12,4,0,12,0,0
4,19,22,0,0,11,4,0,11,0,0
4,19,23,0,0,11,4,0,11,0,0
4,20,0,0,0,11,3,0,11,0,0
4,20,1,0,0,10,3,0,10,0,0
4,20,2,0,0,10,3,0,10,0,0
4,20,3,0,0,10,3,0,10,0,0
4,20,4,0,0,10,2,0,10,0,0
4,20,5,163,31,10,2,29.444,8.714,24.368,18.817
4,20,6,514,79,10,2,211.182,13.913,163.431,154.894
4,20,7,702,104,11,2,449.904,22.036,373.799,359.377
4,20,8,796,121,12,1,675.662,33.075,551.576,530.898
4,20,9,847,133,13,1,860.251,40.272,684.207,658.097
4,20,10,884,136,14,1,983.684,45.357,763.986,734.293
4,20,11,904,133,15,1,1041.889,48.327,796.999,765.755
4,20,12,909,127,15,1,1026.285,48.128,785.813,755.098
4,20,13,882,126,14,1,930.686,44.559,725.296,697.37
4,20,14,854,112,13,1,780.115,39.071,622.102,598.617
4,20,15,786,101,12,2,571.473,28.09,471.728,454.005
4,20,16,624,92,11,2,328.184,19.998,264.282,253.129
4,20,17,387,58,10,2,107.972,12.125,76.676,70.086
4,20,18,0,0,8,3,0,8,0,0
4,20,19,0,0,8,3,0,8,0,0
4,20,20,0,0,8,2,0,8,0,0
4,20,21,0,0,7,2,0,7,0,0
4,20,22,0,0,7,2,0,7,0,0
4,20,23,0,0,7,2,0,7,0,0
4,21,0,0,0,7,3,0,7,0,0
4,21,1,0,0,7,3,0,7,0,0
4,21,2,0,0,7,3,0,7,0,0
4,21,3,0,0,6,4,0,6,0,0
4,21,4,0,0,6,4,0,6,0,0
4,21,5,92,32,6,4,29.714,4.989,26.286,20.698
4,21,6,553,76,7,5,219.553,9.933,172.057,163.31
4,21,7,589,116,7,5,408.987,13.973,353.974,340.176
4,21,8,496,209,8,5,561.165,18.272,492.835,474.354
4,21,9,806,141,9,4,835.415,26.969,709.285,682.074
4,21,10,557,296,9,4,851.502,27.877,721.496,693.74
4,21,11,880,155,10,4,1049.792,33.075,867.703,832.999
4,21,12,881,151,10,4,1032.192,33.102,852.97,819.002
4,21,13,876,139,9,4,945.291,30.272,791.181,760.212
4,21,14,653,184,9,4,703.685,24.938,601.652,579
4,21,15,509,173,8,5,480.913,17.189,420.126,404.187
4,21,16,451,113,7,5,283.195,11.937,240.084,229.592
4,21,17,20,65,6,5,63.831,6.278,58.516,52.298
4,21,18,0,0,6,5,0,6,0,0
4,21,19,0,0,5,4,0,5,0,0
4,21,20,0,0,5,4,0,5,0,0
4,21,21,0,0,5,4,0,5,0,0
4,21,22,0,0,5,4,0,5,0,0
4,21,23,0,0,5,4,0,5,0,0
4,22,0,0,0,5,4,0,5,0,0
4,22,1,0,0,5,4,0,5,0,0
4,22,2,0,0,6,4,0,6,0,0
4,22,3,0,0,6,4,0,6,0,0
4,22,4,0,0,6,4,0,6,0,0
4,22,5,39,32,6,4,29.512,4.985,27.03,21.428
4,22,6,266,100,6,5,166.704,7.883,140.29,132.299
4,22,7,410,161,6,5,365.893,12.034,322.656,309.816
4,22,8,136,285,7,5,381.573,13.678,344.031,330.541
4,22,9,9,222,7,5,221.927,10.567,203.593,194.059
4,22,10,24,316,7,5,331.05,12.447,301.21,289.004
4,22,11,5,177,8,5,175.365,10.573,160.89,152.413
4,22,12,0,118,7,5,112.89,8.074,104.711,97.522
4,22,13,0,72,7,5,68.565,7.094,63.869,57.542
4,22,14,0,130,7,5,124.231,8.118,115.208,107.788
4,22,15,0,117,7,5,111.593,7.962,103.558,96.395
4,22,16,0,71,7,5,67.446,7.07,62.833,56.528
4,22,17,0,4,6,5,3.782,4.73,3.559,0
4,22,18,0,0,6,6,0,6,0,0
4,22,19,0,0,6,6,0,6,0,0
4,22,20,0,0,6,6,0,6,0,0
4,22,21,0,0,6,6,0,6,0,0
4,22,22,0,0,6,6,0,6,0,0
4,22,23,0,0,6,7,0,6,0,0
4,23,0,0,0,6,7,0,6,0,0
4,23,1,0,0,6,7,0,6,0,0
4,23,2,0,0,7,7,0,7,0,0
4,23,3,0,0,7,7,0,7,0,0
4,23,4,0,0,7,7,0,7,0,0
4,23,5,0,14,8,8,13.254,7.14,12.344,7.017
4,23,6,0,23,8,8,21.788,7.278,20.279,14.805
4,23,7,0,67,9,7,63.644,8.9,58.821,52.597
4,23,8,3,180,9,7,174.923,10.738,160.34,151.877
4,23,9,83,349,9,7,420.349,14.809,378.267,363.702
4,23,10,29,333,9,6,362.518,14.696,326.548,313.59
4,23,11,16,293,10,6,301.199,14.545,271.505,260.15
4,23,12,17,297,10,6,305.858,14.547,275.702,264.229
4,23,13,2,162,10,6,157.296,11.927,143.451,135.386
4,23,14,0,155,10,5,148.506,11.772,135.529,127.648
4,23,15,0,123,9,5,117.377,10.134,107.896,100.638
4,23,16,0,87,9,4,82.714,9.468,76.256,69.674
4,23,17,0,10,9,4,9.46,7.75,8.787,3.526
4,23,18,0,0,9,3,0,9,0,0
4,23,19,0,0,9,2,0,9,0,0
4,23,20,0,0,9,1,0,9,0,0
4,23,21,0,0,9,0,0,9,0,0
4,23,22,0,0,8,0,0,8,0,0
4,23,23,0,0,8,1,0,8,0,0
4,24,0,0,0,8,2,0,8,0,0
4,24,1,0,0,7,2,0,7,0,0
4,24,2,0,0,7,2,0,7,0,0
4,24,3,0,0,7,2,0,7,0,0
4,24,4,0,0,6,2,0,6,0,0
4,24,5,0,2,6,1,1.89,3.313,1.789,0
4,24,6,0,62,7,1,58.869,6.306,55.024,48.877
4,24,7,0,118,7,2,112.509,8.238,104.283,97.104
4,24,8,0,166,7,2,159.153,9.749,146.545,138.409
4,24,9,14,253,8,2,256.766,13.635,232.365,222.081
4,24,10,14,267,8,2,272.386,14.414,245.673,235.031
4,24,11,0,59,9,1,56.227,9.826,51.756,45.673
4,24,12,68,404,9,1,476.252,22.317,414.347,398.601
4,24,13,82,381,9,1,458.154,23.809,395.766,380.634
4,24,14,46,294,9,0,327.772,23.863,282.909,271.231
4,24,15,552,188,9,0,521.792,29.626,430.239,413.958
4,24,16,384,157,9,0,299.428,23.39,244.655,234.04
4,24,17,157,88,8,1,103.916,10.588,86.4,79.605
4,24,18,0,0,8,1,0,8,0,0
4,24,19,0,0,8,2,0,8,0,0
4,24,20,0,0,8,3,0,8,0,0
4,24,21,0,0,8,3,0,8,0,0
4,24,22,0,0,8,2,0,8,0,0
4,24,23,0,0,8,2,0,8,0,0
4,25,0,0,0,8,2,0,8,0,0
4,25,1,0,0,8,2,0,8,0,0
4,25,2,0,0,8,2,0,8,0,0
4,25,3,0,0,8,3,0,8,0,0
4,25,4,0,0,8,3,0,8,0,0
4,25,5,208,39,8,3,39.282,7.113,31.677,25.987
4,25,6,508,88,9,2,224.49,13.313,176.873,168.009
4,25,7,667,118,9,2,453.932,20.22,382.182,367.491
4,25,8,769,133,10,2,677.202,27.85,567.602,546.303
4,25,9,594,242,11,2,766.954,31.833,636.551,612.468
4,25,10,872,136,12,2,976.555,38.341,786.156,755.426
4,25,11,480,353,12,2,863.627,36.153,703.116,676.178
4,25,12,469,347,12,2,837.535,35.153,685.216,659.062
4,25,13,580,274,12,3,821.1,32,681.72,655.718
4,25,14,492,248,12,3,643.16,27.841,542.947,522.6
4,25,15,400,209,11,3,453.402,21.944,388.918,374.01
4,25,16,493,110,11,3,297.085,17.703,244.88,234.259
4,25,17,252,66,10,3,98.043,11.421,75.305,68.744
4,25,18,0,0,10,3,0,10,0,0
4,25,19,0,0,9,3,0,9,0,0
4,25,20,0,0,9,4,0,9,0,0
4,25,21,0,0,8,5,0,8,0,0
4,25,22,0,0,8,4,0,8,0,0
4,25,23,0,0,7,4,0,7,0,0
4,26,0,0,0,7,4,0,7,0,0
4,26,1,0,0,6,4,0,6,0,0
4,26,2,0,0,5,5,0,5,0,0
4,26,3,0,0,5,5,0,5,0,0
4,26,4,0,0,4,4,0,4,0,0
4,26,5,173,39,4,4,38.71,3.174,32.227,26.526
4,26,6,407,90,5,4,198.801,7.858,162.838,154.315
4,26,7,827,86,6,3,501.698,17.012,426.537,410.382
4,26,8,901,99,6,2,730.474,25.543,618.46,595.124
4,26,9,941,109,7,1,916.281,36.514,742.757,714.04
4,26,10,967,113,8,0,1043.572,48.459,797.478,766.211
4,26,11,977,113,8,0,1097.362,50.65,829.16,796.365
4,26,12,974,112,9,1,1077.06,44.267,841.506,808.105
4,26,13,946,113,9,2,977.213,36.473,793.461,762.385
4,26,14,916,104,9,2,818.237,32.173,675.2,649.48
4,26,15,856,94,8,3,608.181,23.124,513.928,494.673
4,26,16,737,81,8,3,362.337,16.713,294.806,282.786
4,26,17,507,57,7,4,127.53,8.992,88.671,81.828
4,26,18,0,0,7,4,0,7,0,0
4,26,19,0,0,6,4,0,6,0,0
4,26,20,0,0,6,4,0,6,0,0
4,26,21,0,0,6,4,0,6,0,0
4,26,22,0,0,6,4,0,6,0,0
4,26,23,0,0,6,4,0,6,0,0
4,27,0,0,0,7,4,0,7,0,0
4,27,1,0,0,7,4,0,7,0,0
4,27,2,0,0,7,3,0,7,0,0
4,27,3,0,0,7,3,0,7,0,0
4,27,4,0,0,7,2,0,7,0,0
4,27,5,0,36,7,1,33.604,5.429,31.528,25.841
4,27,6,580,79,8,1,237.478,13.545,184.957,175.893
4,27,7,730,103,9,0,472.337,27.222,384.307,369.548
4,27,8,814,119,10,0,694.941,37.229,556.388,535.525
4,27,9,648,221,11,0,792.76,42.539,623.733,600.181
4,27,10,560,307,12,1,867.681,40.034,692.66,666.181
4,27,11,892,143,12,1,1044.49,45.212,812.151,780.18
4,27,12,887,142,12,1,1023.511,45.329,795.285,764.121
4,27,13,866,137,12,1,936.193,42.863,736.068,707.655
4,27,14,818,132,12,1,776.006,38.048,622.294,598.801
4,27,15,740,121,12,1,568.37,31.379,462.748,445.343
4,27,16,621,100,11,1,338.113,22.498,270.494,259.167
4,27,17,256,68,10,1,100.928,12.705,77.227,70.626
4,27,18,0,0,9,0,0,9,0,0
4,27,19,0,0,8,0,0,8,0,0
4,27,20,0,0,8,0,0,8,0,0
4,27,21,0,0,7,1,0,7,0,0
4,27,22,0,0,7,2,0,7,0,0
4,27,23,0,0,7,3,0,7,0,0
4,28,0,0,0,7,3,0,7,0,0
4,28,1,0,0,7,3,0,7,0,0
4,28,2,0,0,7,4,0,7,0,0
4,28,3,0,0,7,4,0,7,0,0
4,28,4,0,0,7,5,0,7,0,0
4,28,5,204,47,7,5,47.878,6.496,38.928,33.097
4,28,6,524,95,7,5,238.919,10.345,191.987,182.747
4,28,7,734,107,8,5,479.648,16.396,410.65,395.027
4,28,8,825,121,8,4,705.737,23.03,605.122,582.33
4,28,9,878,129,9,4,890.437,28.442,750.888,721.799
4,28,10,610,282,10,3,891.128,31.815,740.939,712.305
4,28,11,607,305,10,2,940.517,35.932,766.557,736.745
4,28,12,907,138,10,2,1039.319,38.54,836.061,802.927
4,28,13,885,134,10,2,944.655,36.484,767.026,737.192
4,28,14,853,122,10,2,792.863,32.375,653.811,629.004
4,28,15,794,107,9,3,585.914,23.507,494.795,476.242
4,28,16,702,84,9,3,353.262,17.424,287.305,275.501
4,28,17,493,57,8,3,126.541,10.267,87.981,81.152
4,28,18,0,0,7,3,0,7,0,0
4,28,19,0,0,6,3,0,6,0,0
4,28,20,0,0,6,2,0,6,0,0
4,28,21,0,0,6,2,0,6,0,0
4,28,22,0,0,6,2,0,6,0,0
4,28,23,0,0,5,2,0,5,0,0
4,29,0,0,0,5,3,0,5,0,0
4,29,1,0,0,5,3,0,5,0,0
4,29,2,0,0,5,4,0,5,0,0
4,29,3,0,0,5,4,0,5,0,0
4,29,4,0,0,5,4,0,5,0,0
4,29,5,353,39,5,4,48.295,4.397,34.911,29.158
4,29,6,657,73,6,4,255.247,10.146,200.346,190.894
4,29,7,799,92,8,4,498.209,17.994,422.717,406.691
4,29,8,878,105,9,4,727.032,24.509,618.928,595.573
4,29,9,923,114,9,5,909.166,26.564,773.529,743.391
4,29,10,942,123,10,4,1032.401,32.825,854.128,820.102
4,29,11,953,124,10,4,1086.529,34.207,893.124,833.333
4,29,12,950,124,10,4,1067.3,33.912,878.514,833.333
4,29,13,930,121,10,4,972.171,31.873,807.441,775.697
4,29,14,892,116,10,3,816.95,30.31,680.409,654.463
4,29,15,823,107,10,3,603.517,24.957,506.182,487.213
4,29,16,707,91,9,3,362.708,17.698,295.233,283.201
4,29,17,481,64,8,3,132.054,10.43,93.626,86.677
4,29,18,28,10,7,4,8.646,5.819,8.099,2.85
4,29,19,0,0,6,4,0,6,0,0
4,29,20,0,0,6,3,0,6,0,0
4,29,21,0,0,6,3,0,6,0,0
4,29,22,0,0,5,3,0,5,0,0
4,29,23,0,0,5,3,0,5,0,0
4,30,0,0,0,5,4,0,5,0,0
4,30,1,0,0,5,5,0,5,0,0
4,30,2,0,0,5,4,0,5,0,0
4,30,3,0,0,5,4,0,5,0,0
4,30,4,0,0,5,4,0,5,0,0
4,30,5,354,42,5,4,52.066,4.482,37.95,32.139
4,30,6,660,74,6,4,258.368,10.224,203.138,193.615
4,30,7,803,93,8,3,502.531,19.159,424.342,408.261
4,30,8,879,106,9,3,729.877,26.152,616.652,593.39
4,30,9,921,115,10,3,909.368,31.842,754.395,725.145
4,30,10,943,121,11,3,1031.889,36.023,840.386,807.04
4,30,11,948,125,12,3,1083.008,38.416,871.826,833.333
4,30,12,942,126,12,4,1061.854,35.707,866.337,831.701
4,30,13,923,123,12,4,968.226,33.704,797.023,765.778
4,30,14,884,118,11,4,813.227,29.272,680.732,654.773
4,30,15,821,107,11,4,602.795,24.444,506.858,487.864
4,30,16,712,90,10,4,364.164,17.792,296.294,284.231
4,30,17,505,63,9,4,135.171,11.183,94.754,87.781
4,30,18,45,12,8,3,10.326,6.77,9.632,4.355
4,30,19,0,0,7,6,0,7,0,0
4,30,20,0,0,7,5,0,7,0,0
4,30,21,0,0,8,5,0,8,0,0
4,30,22,0,0,8,6,0,8,0,0
4,30,23,0,0,9,5,0,9,0,0
5,1,0,0,0,9,5,0,9,0,0
5,1,1,0,0,9,5,0,9,0,0
5,1,2,0,0,9,5,0,9,0,0
5,1,3,0,0,10,4,0,10,0,0
5,1,4,0,0,10,4,0,10,0,0
5,1,5,0,31,10,5,29.408,9.16,27.148,21.545
5,1,6,0,90,10,6,85.285,10.286,78.344,71.719
5,1,7,0,30,11,6,28.461,10.363,26.136,20.551
5,1,8,4,185,11,5,180.252,13.192,163.434,154.896
5,1,9,5,190,11,5,186.856,13.575,169.157,160.481
5,1,10,13,258,11,4,262.203,15.641,235.191,224.831
5,1,11,23,337,11,3,351.764,18.516,311.445,298.939
5,1,12,152,443,12,3,608.021,25.839,520.336,500.843
5,1,13,136,389,11,2,522.244,25.274,448.004,431.114
5,1,14,25,270,11,2,280.395,18.541,248.112,237.404
5,1,15,18,205,11,2,207.407,15.707,185.706,176.623
5,1,16,0,67,10,2,63.635,10.444,58.415,52.199
5,1,17,348,74,10,2,121.262,11.533,90.853,83.964
5,1,18,0,11,9,2,10.414,7.608,9.679,4.402
5,1,19,0,0,9,2,0,9,0,0
5,1,20,0,0,8,2,0,8,0,0
5,1,21,0,0,8,3,0,8,0,0
5,1,22,0,0,8,2,0,8,0,0
5,1,23,0,0,8,2,0,8,0,0
5,2,0,0,0,8,2,0,8,0,0
5,2,1,0,0,9,2,0,9,0,0
5,2,2,0,0,9,3,0,9,0,0
5,2,3,0,0,9,3,0,9,0,0
5,2,4,0,0,8,2,0,8,0,0
5,2,5,0,3,8,1,2.835,5.396,2.66,0
5,2,6,0,52,9,1,49.349,8.027,45.783,39.819
5,2,7,84,211,10,0,247.19,18.068,217.306,207.418
5,2,8,24,246,11,0,253.935,21.277,221.805,211.799
5,2,9,621,240,12,0,791.174,40.8,628.158,604.423
5,2,10,558,315,12,1,874.878,40.228,697.74,671.039
5,2,11,524,352,12,2,906.533,36.919,735.25,706.875
5,2,12,492,352,12,2,864.713,35.967,704.618,677.614
5,2,13,590,277,11,3,833.32,31.384,693.967,667.431
5,2,14,358,305,11,3,591.331,25.687,504.815,485.897
5,2,15,434,208,11,3,473.113,22.279,405.118,389.679
5,2,16,647,98,10,3,348.398,17.998,284.66,272.932
5,2,17,436,68,9,3,130.641,11.36,94.422,87.456
5,2,18,52,12,9,3,9.137,7.742,8.487,3.231
5,2,19,0,0,9,3,0,9,0,0
5,2,20,0,0,9,3,0,9,0,0
5,2,21,0,0,8,3,0,8,0,0
5,2,22,0,0,8,2,0,8,0,0
5,2,23,0,0,8,2,0,8,0,0
5,3,0,0,0,8,2,0,8,0,0
5,3,1,0,0,7,1,0,7,0,0
5,3,2,0,0,7,1,0,7,0,0
5,3,3,0,0,7,1,0,7,0,0
5,3,4,0,0,7,0,0,7,0,0
5,3,5,268,48,8,0,54.561,6.18,41.736,35.851
5,3,6,534,93,9,0,244.752,17.017,191.617,182.386
5,3,7,719,107,10,0,477.622,28.428,387.573,372.708
5,3,8,806,120,11,0,696.255,38.234,555.064,534.252
5,3,9,861,126,11,1,871.749,38.822,698.772,672.025
5,3,10,898,127,11,1,996.679,43.006,783.637,753.025
5,3,11,912,128,12,2,1051.193,40.868,835.811,802.69
